pH,Turbidity,Chlorine,Dissolved Oxygen,Temperature,Potability
8.8,3.01,0.59,7.87,50,TRUE
7.59,1.92,0.66,6.85,50,FALSE
7.53,1.92,0.97,7.86,50,TRUE
7.86,3.43,0.92,7.26,25,TRUE
6.65,3.69,0.81,6.91,25,TRUE
7.43,4.33,0.75,6.7,25,TRUE
7.16,1.22,0.95,7.53,50,TRUE
8.95,4.91,0.74,6.84,50,TRUE
8.06,3.89,0.98,7.52,25,TRUE
7.87,4.94,0.76,7.11,0,TRUE
7.14,2.34,0.54,7.76,50,TRUE
8.4,4.8,0.8,7.65,0,TRUE
6.2,2.42,0.84,6.91,25,TRUE
8.87,2.6,0.67,6.64,50,TRUE
7.03,10.08,0.83,7.0,50,FALSE
6.85,2.41,0.56,7.01,0,TRUE
8.08,4.86,0.87,6.77,25,TRUE
8.4,3.39,0.77,7.72,0,TRUE
7.61,3.11,0.74,7.71,50,TRUE
7.81,2.44,0.67,7.19,25,TRUE
7.0,1.5,0.51,7.63,0,TRUE
7.59,2.16,0.56,7.32,25,TRUE
7.14,3.55,0.77,6.68,50,TRUE
8.81,3.11,0.92,6.84,50,TRUE
7.3,2.52,0.89,7.85,25,TRUE
7.63,2.86,0.74,7.89,50,TRUE
7.39,2.16,0.62,7.65,0,TRUE
7.6,4.33,0.95,6.73,25,FALSE
7.93,2.6,0.9,7.15,50,TRUE
8.33,1.58,0.86,7.1,50,TRUE
7.8,3.21,0.79,7.15,50,TRUE
6.75,1.77,0.88,6.96,25,TRUE
8.22,2.64,0.95,6.85,50,TRUE
6.82,3.15,0.68,7.9,0,TRUE
6.73,3.56,0.91,7.44,25,TRUE
6.59,3.73,0.91,6.54,0,TRUE
8.36,2.85,0.75,7.95,0,TRUE
6.57,2.07,0.56,7.08,25,TRUE
7.97,3.34,0.54,7.64,50,TRUE
6.85,2.81,0.76,6.58,0,TRUE
7.62,3.62,0.83,15.73,25,FALSE
7.82,3.67,0.85,6.88,50,TRUE
7.23,4.77,0.75,7.61,0,TRUE
8.23,3.73,0.84,7.04,0,TRUE
7.52,3.79,0.75,7.25,25,TRUE
6.5,3.63,0.88,7.1,25,TRUE
7.34,4.76,0.96,6.69,0,TRUE
7.9,2.51,0.62,7.85,50,TRUE
7.06,2.84,0.98,7.04,0,TRUE
7.6,1.78,0.77,7.42,0,TRUE
8.02,1.74,0.66,6.83,0,TRUE
7.95,3.43,0.72,7.37,50,TRUE
8.05,4.7,0.93,7.89,0,TRUE
7.58,16.49,0.76,7.69,50,FALSE
7.63,1.69,0.93,7.69,50,TRUE
7.04,2.8,0.7,7.18,0,TRUE
8.01,2.03,0.51,7.09,50,TRUE
6.55,2.13,0.74,6.69,0,TRUE
7.41,3.12,0.75,6.63,25,TRUE
6.96,3.19,0.89,6.6,0,TRUE
7.91,3.83,0.56,7.52,0,TRUE
7.95,2.59,0.99,7.82,25,TRUE
7.66,1.03,0.9,7.15,50,TRUE
8.84,1.02,0.62,6.74,50,TRUE
7.25,2.56,0.71,7.39,25,TRUE
7.96,1.25,0.95,6.9,0,TRUE
6.64,4.66,0.65,17.01,50,FALSE
6.12,1.18,0.54,6.83,25,TRUE
6.74,4.07,0.56,6.9,0,TRUE
7.72,3.3,0.94,7.3,0,TRUE
7.22,4.59,0.6,7.56,25,TRUE
7.06,4.38,0.64,7.01,50,TRUE
7.9,2.33,0.93,7.46,25,TRUE
7.61,1.14,0.91,6.96,25,TRUE
7.55,3.62,0.93,7.04,50,TRUE
6.97,4.41,0.87,7.34,25,TRUE
8.19,2.37,1.0,7.25,0,TRUE
6.61,1.08,0.97,6.78,0,TRUE
8.61,3.32,0.91,7.84,50,TRUE
6.75,1.1,0.93,18.45,25,FALSE
7.64,3.61,0.65,7.62,50,TRUE
8.74,4.14,0.96,7.79,50,TRUE
7.72,1.57,0.65,7.82,0,TRUE
7.24,2.89,0.53,7.79,25,TRUE
8.84,2.61,0.99,7.32,50,TRUE
7.11,2.69,0.86,6.9,0,TRUE
7.94,1.74,0.79,6.5,25,TRUE
6.75,1.42,0.92,6.79,25,TRUE
7.66,1.33,0.81,7.66,0,TRUE
7.02,3.74,0.95,6.58,25,TRUE
8.72,3.61,0.57,6.84,50,TRUE
7.69,4.52,0.52,6.71,0,TRUE
7.19,8.07,0.69,6.89,25,FALSE
8.58,1.29,0.94,6.6,50,TRUE
7.19,1.14,0.92,7.22,0,TRUE
7.03,4.06,0.93,7.36,50,TRUE
8.88,4.45,0.95,7.99,50,TRUE
8.41,3.14,0.61,6.64,0,TRUE
7.73,4.15,0.96,6.98,25,TRUE
6.42,3.55,0.72,7.3,25,TRUE
7.6,1.89,0.66,6.64,25,TRUE
7.39,3.34,0.87,7.06,50,TRUE
6.65,4.35,0.77,7.85,0,TRUE
6.1,2.93,0.71,7.4,25,TRUE
7.06,4.26,0.69,6.83,50,TRUE
6.86,2.14,0.52,7.91,0,FALSE
6.3,4.24,0.88,6.97,25,TRUE
7.99,3.58,0.61,6.67,0,TRUE
8.55,4.45,0.94,6.8,50,TRUE
7.12,3.32,0.81,7.14,50,TRUE
7.64,1.86,0.77,7.04,25,TRUE
7.5,3.21,0.81,7.91,50,TRUE
7.73,1.49,0.98,7.66,0,TRUE
7.14,1.35,0.68,6.68,50,TRUE
8.22,1.33,0.8,7.36,50,TRUE
6.2,1.46,0.72,7.55,25,TRUE
6.7,3.53,0.83,7.44,0,TRUE
6.81,3.83,0.86,6.56,25,TRUE
7.68,16.28,0.58,7.23,0,FALSE
8.04,3.58,0.99,7.49,50,TRUE
7.68,1.8,0.89,6.55,25,TRUE
8.06,3.39,0.92,6.93,50,TRUE
8.63,3.46,0.81,7.08,50,TRUE
7.34,3.01,0.67,7.1,50,TRUE
8.74,3.98,0.76,7.79,50,TRUE
7.47,2.57,0.96,7.39,50,TRUE
7.4,4.88,0.78,7.37,0,TRUE
7.76,2.76,0.75,7.3,50,TRUE
6.94,3.43,0.61,6.75,0,TRUE
8.49,4.35,0.76,6.84,50,TRUE
7.95,4.28,0.58,7.86,25,TRUE
6.54,4.98,19.65,7.76,50,FALSE
7.5,1.41,0.52,7.32,25,TRUE
7.97,2.69,0.78,7.83,25,TRUE
8.1,2.19,0.81,7.39,50,TRUE
6.9,2.31,0.6,7.35,0,TRUE
6.59,4.71,0.85,6.73,25,TRUE
6.91,3.44,0.51,7.82,25,TRUE
8.31,1.99,0.76,7.93,50,TRUE
6.84,2.09,0.89,6.85,25,TRUE
7.84,1.26,0.6,7.11,25,TRUE
8.26,1.89,0.74,6.78,0,TRUE
7.75,4.07,0.84,7.53,0,TRUE
7.16,2.34,0.87,7.39,50,TRUE
9.6,3.71,0.59,6.64,0,FALSE
8.44,3.03,0.71,7.17,50,TRUE
7.27,4.7,0.84,7.52,0,TRUE
6.34,4.72,0.51,6.73,25,TRUE
8.26,4.32,0.94,7.56,0,TRUE
6.77,3.87,0.64,7.62,0,TRUE
7.38,2.18,0.59,6.71,0,TRUE
7.59,4.29,0.87,6.51,0,TRUE
8.56,2.7,0.94,7.52,50,TRUE
8.3,2.4,0.62,7.69,0,TRUE
8.09,2.21,0.51,6.53,25,TRUE
6.82,3.57,0.73,7.31,25,TRUE
6.54,4.96,0.71,7.96,25,TRUE
6.64,18.75,0.72,7.82,0,FALSE
6.85,4.47,0.92,7.31,25,TRUE
7.25,2.68,0.72,6.59,0,TRUE
7.27,4.75,0.58,7.1,50,TRUE
7.97,4.75,0.8,7.69,0,TRUE
8.28,2.85,0.9,6.69,50,TRUE
7.6,3.35,0.93,6.57,0,TRUE
7.85,1.15,0.57,6.82,50,TRUE
7.91,4.63,0.93,7.04,0,TRUE
8.39,4.26,0.64,6.74,0,TRUE
7.23,2.15,0.63,7.86,50,TRUE
6.93,3.57,0.63,6.75,0,TRUE
7.77,3.97,0.81,7.5,25,TRUE
6.66,1.64,0.82,19.77,0,FALSE
7.82,4.56,0.64,7.5,25,TRUE
8.09,3.44,0.96,7.21,25,TRUE
7.16,2.08,0.82,6.75,50,TRUE
6.62,3.28,0.88,7.2,25,TRUE
8.97,1.2,0.85,7.28,50,TRUE
7.65,4.73,0.88,7.77,25,TRUE
7.67,1.61,0.84,7.59,50,TRUE
7.59,4.62,0.51,7.87,50,TRUE
7.81,1.48,0.77,7.2,50,TRUE
8.28,3.75,0.51,7.63,0,TRUE
6.65,4.16,0.92,7.19,25,TRUE
6.76,4.74,0.65,7.5,25,TRUE
7.26,12.53,0.8,7.14,50,FALSE
8.3,3.31,0.56,7.66,0,TRUE
7.44,1.13,0.54,6.67,50,TRUE
8.29,1.85,0.95,6.85,0,TRUE
6.37,1.71,0.91,6.69,25,TRUE
7.72,2.23,0.82,7.48,0,TRUE
7.82,3.38,0.62,6.66,50,TRUE
7.92,3.12,0.79,7.68,50,TRUE
7.28,3.63,0.64,6.68,50,TRUE
7.43,2.33,0.85,7.88,25,TRUE
6.31,2.97,0.85,7.96,25,TRUE
6.21,2.98,0.89,7.48,25,TRUE
8.2,4.86,0.73,6.6,50,TRUE
7.74,4.12,6.26,6.72,50,FALSE
6.57,1.21,0.58,7.93,0,TRUE
7.17,2.7,0.61,7.45,25,TRUE
8.94,2.94,0.76,6.57,50,TRUE
7.33,3.87,0.76,7.0,25,TRUE
7.89,3.74,0.86,7.69,0,TRUE
7.61,4.47,0.94,7.78,0,TRUE
7.01,4.29,0.77,7.14,50,TRUE
8.95,3.98,0.54,7.59,50,TRUE
6.39,1.44,0.55,7.21,25,TRUE
6.97,3.34,0.7,7.39,0,TRUE
8.09,4.21,0.65,7.21,0,TRUE
7.54,1.93,0.79,7.8,50,TRUE
6.88,1.99,14.43,7.98,50,FALSE
7.27,4.74,0.81,6.95,0,TRUE
6.79,4.9,0.96,6.68,25,TRUE
7.51,3.68,0.79,7.45,50,TRUE
6.91,2.01,0.57,6.96,0,TRUE
7.92,3.45,0.63,7.83,25,TRUE
7.67,1.29,0.81,7.85,50,TRUE
6.26,2.19,0.78,7.0,25,TRUE
7.23,4.93,0.98,7.85,0,TRUE
7.93,3.59,0.79,6.84,0,TRUE
8.26,4.44,0.56,6.95,0,TRUE
6.61,4.8,0.88,6.57,25,TRUE
7.12,1.29,0.53,7.3,0,TRUE
6.9,7.92,0.61,7.32,0,FALSE
6.92,4.3,0.78,7.54,25,TRUE
7.55,4.93,0.96,6.75,25,TRUE
7.64,3.6,0.61,6.81,25,TRUE
7.81,2.09,0.6,7.01,0,TRUE
8.53,3.39,0.7,7.47,50,TRUE
7.18,4.41,0.9,7.9,0,TRUE
8.92,1.01,0.94,6.55,50,TRUE
8.11,2.94,0.97,7.52,50,TRUE
6.41,3.46,0.53,7.16,25,TRUE
7.16,4.21,0.53,7.77,25,TRUE
7.04,2.95,0.79,6.55,0,TRUE
6.73,2.99,0.7,6.61,25,TRUE
6.51,15.47,0.6,7.53,0,FALSE
7.49,1.75,0.63,6.82,25,TRUE
6.72,3.25,0.94,7.08,0,TRUE
8.14,4.67,0.78,7.39,0,TRUE
7.9,3.43,0.9,6.68,25,TRUE
8.09,3.64,0.83,7.82,50,TRUE
6.8,2.56,0.85,6.94,0,TRUE
6.97,2.83,0.82,7.53,0,TRUE
7.7,3.91,0.62,7.05,50,TRUE
7.69,4.3,0.78,6.66,0,TRUE
8.38,2.94,0.53,6.51,50,TRUE
8.49,1.34,0.78,6.97,0,TRUE
6.74,2.47,0.66,6.57,0,TRUE
7.49,2.16,6.99,7.16,50,FALSE
8.64,4.48,0.89,7.01,50,TRUE
7.14,3.6,0.81,7.53,25,TRUE
7.09,3.55,0.53,6.53,25,TRUE
7.11,1.04,0.65,7.89,50,TRUE
7.17,1.6,0.61,7.87,50,TRUE
7.84,2.11,0.84,7.08,25,TRUE
7.74,1.35,0.89,6.68,0,TRUE
8.9,3.91,0.61,7.24,50,TRUE
8.23,3.69,0.72,6.56,50,TRUE
6.63,2.26,0.95,6.53,0,TRUE
8.35,3.84,0.6,7.58,0,TRUE
7.49,4.97,0.59,7.81,50,TRUE
11.77,1.05,0.93,6.52,50,FALSE
8.0,2.89,0.88,7.05,50,TRUE
7.84,3.51,0.89,6.91,50,TRUE
8.14,3.85,0.88,7.52,0,TRUE
7.13,3.35,0.79,7.23,50,TRUE
6.69,3.45,0.83,7.36,0,TRUE
7.93,4.72,0.97,7.91,50,TRUE
8.23,4.97,0.9,6.52,0,TRUE
7.29,1.79,0.73,7.27,25,TRUE
6.63,3.68,0.65,6.54,25,TRUE
7.92,3.23,0.94,7.28,0,TRUE
7.09,4.65,0.68,7.06,0,TRUE
7.54,2.96,0.97,6.61,50,TRUE
12.48,1.89,0.68,6.79,50,FALSE
7.85,3.18,0.7,7.14,0,TRUE
7.9,2.92,0.87,6.91,50,TRUE
6.15,1.3,0.53,6.94,25,TRUE
6.64,1.26,0.86,6.55,25,TRUE
7.7,1.98,0.99,7.63,25,TRUE
7.87,1.96,0.63,7.4,50,TRUE
8.24,3.48,0.76,7.84,50,TRUE
8.05,4.01,0.76,6.59,50,TRUE
8.72,2.75,0.8,7.3,50,TRUE
7.35,2.64,0.86,7.35,25,TRUE
6.44,3.03,0.61,6.91,25,TRUE
7.06,4.32,0.96,6.84,50,TRUE
6.66,1.12,0.67,17.69,25,FALSE
7.03,3.22,0.99,7.42,50,TRUE
6.37,3.93,0.73,7.35,25,TRUE
8.42,1.79,0.77,7.85,50,TRUE
6.56,2.85,0.58,7.76,0,TRUE
7.72,4.91,0.75,7.72,25,TRUE
7.34,2.21,0.81,6.6,50,TRUE
8.72,4.25,0.83,7.03,50,TRUE
7.68,3.92,0.79,7.17,25,TRUE
8.28,3.45,1.0,7.87,0,TRUE
8.36,1.06,0.56,7.56,0,TRUE
7.06,2.75,0.83,6.53,0,TRUE
7.27,3.59,0.91,7.55,50,TRUE
7.83,19.21,0.75,7.51,0,FALSE
8.39,3.88,0.62,7.32,0,TRUE
8.16,3.41,0.88,7.72,50,TRUE
8.31,3.74,0.99,7.39,50,TRUE
7.45,1.44,0.77,7.0,0,TRUE
7.05,1.77,0.76,6.82,50,TRUE
7.64,1.85,0.68,7.55,25,TRUE
8.34,1.18,0.79,7.0,50,TRUE
6.58,1.71,0.94,7.87,25,TRUE
7.04,4.99,0.51,7.81,0,TRUE
6.71,2.36,0.74,6.74,0,TRUE
7.52,3.86,0.78,6.72,50,TRUE
6.56,2.51,0.94,6.99,25,TRUE
7.35,2.6,7.5,7.13,50,FALSE
7.91,1.46,0.81,7.87,0,TRUE
7.07,1.92,0.57,7.92,25,TRUE
6.31,1.67,0.85,7.56,25,TRUE
6.9,1.71,0.75,7.32,0,TRUE
7.66,3.52,0.67,6.71,25,TRUE
6.44,1.89,0.56,6.66,25,TRUE
6.74,3.12,0.75,6.53,25,TRUE
7.13,4.73,0.79,6.85,0,TRUE
7.35,4.55,0.55,6.61,25,TRUE
8.01,1.15,0.83,8.0,50,TRUE
8.52,4.7,0.98,7.07,50,TRUE
8.33,4.6,0.84,6.87,0,TRUE
6.91,2.67,0.75,7.55,50,FALSE
7.05,2.83,0.68,7.46,50,TRUE
8.49,1.15,0.82,7.87,0,TRUE
6.33,4.57,0.77,7.92,25,TRUE
7.22,1.91,0.65,7.29,50,TRUE
6.85,1.89,0.91,7.74,0,TRUE
7.87,3.39,0.5,6.71,25,TRUE
8.4,3.94,0.64,7.19,0,TRUE
6.45,4.93,0.69,7.17,25,TRUE
7.32,2.35,0.54,7.66,25,TRUE
7.49,4.57,0.51,7.58,25,TRUE
6.81,1.79,0.95,6.72,0,TRUE
8.85,4.44,0.5,6.67,50,TRUE
7.91,2.32,3.28,6.97,0,FALSE
7.07,4.89,0.78,7.99,0,TRUE
8.03,1.43,0.55,7.48,25,TRUE
7.52,4.45,0.59,7.44,50,TRUE
6.18,2.93,0.94,7.84,25,TRUE
7.94,3.62,0.65,7.84,0,TRUE
7.31,4.15,0.94,8.0,0,TRUE
7.85,1.9,0.72,7.31,25,TRUE
7.84,2.03,0.9,7.54,25,TRUE
6.27,4.17,0.63,7.53,25,TRUE
6.26,1.12,0.51,7.58,25,TRUE
7.5,1.14,0.51,7.49,50,TRUE
8.83,3.55,0.71,7.32,50,TRUE
13.21,4.85,0.7,7.73,25,FALSE
8.92,2.9,0.89,7.75,50,TRUE
8.88,1.56,0.85,6.59,50,TRUE
8.24,3.18,0.65,6.95,50,TRUE
8.13,1.48,0.96,7.32,0,TRUE
7.87,2.72,0.59,7.38,50,TRUE
6.29,1.24,0.9,6.98,25,TRUE
7.6,1.85,0.75,7.5,25,TRUE
6.98,2.41,0.52,7.74,25,TRUE
7.92,4.61,0.99,6.84,50,TRUE
6.74,3.59,0.53,7.71,25,TRUE
8.63,2.65,0.75,6.75,50,TRUE
8.64,2.03,0.89,7.01,50,TRUE
6.53,1.62,0.63,7.2,0,FALSE
8.4,3.87,0.89,7.12,0,TRUE
6.72,4.54,0.54,7.53,25,TRUE
7.02,4.48,0.79,7.25,0,TRUE
7.86,4.55,0.95,7.79,25,TRUE
8.32,3.54,0.73,7.65,50,TRUE
7.5,3.63,0.66,6.5,0,TRUE
7.78,3.2,0.82,6.72,25,TRUE
6.51,4.08,0.81,7.28,0,TRUE
8.33,3.09,0.59,7.76,50,TRUE
6.68,3.43,0.51,7.2,25,TRUE
8.71,4.48,0.96,7.99,50,TRUE
7.1,1.03,0.93,6.88,0,TRUE
11.38,3.24,0.93,6.95,0,FALSE
6.26,2.1,0.6,6.59,25,TRUE
7.86,3.73,0.56,6.77,0,TRUE
8.07,1.08,0.86,7.81,50,TRUE
7.25,2.39,1.0,7.11,25,TRUE
7.58,4.22,0.78,7.71,0,TRUE
6.29,1.44,0.58,6.57,25,TRUE
7.66,3.69,0.79,7.24,0,TRUE
6.6,3.29,0.88,7.08,0,TRUE
7.25,3.86,0.83,7.85,25,TRUE
7.74,4.4,0.71,7.53,0,TRUE
6.69,1.64,0.99,7.31,0,TRUE
8.66,4.62,0.83,7.54,50,TRUE
7.2,2.45,0.84,7.8,50,FALSE
7.17,1.54,0.67,7.28,25,TRUE
8.3,4.66,0.62,6.9,50,TRUE
7.09,3.77,0.91,6.95,50,TRUE
8.01,2.08,0.57,7.9,0,TRUE
7.65,4.01,0.69,6.52,0,TRUE
7.04,3.17,0.87,6.5,25,TRUE
7.09,1.42,0.59,6.59,25,TRUE
7.34,2.53,0.58,7.07,25,TRUE
6.1,4.43,0.55,6.5,25,TRUE
7.87,4.82,0.89,7.15,0,TRUE
6.28,1.64,0.82,7.75,25,TRUE
7.7,2.31,0.53,7.54,50,TRUE
6.98,4.07,19.65,7.5,0,FALSE
7.67,1.93,1.0,7.15,0,TRUE
8.65,1.79,0.67,7.28,50,TRUE
7.87,2.97,0.62,7.05,50,TRUE
6.38,2.63,0.78,6.83,25,TRUE
6.41,2.24,0.51,7.69,25,TRUE
7.53,3.75,0.93,7.26,25,TRUE
8.66,3.77,0.6,7.86,50,TRUE
6.19,1.52,0.66,6.97,25,TRUE
8.83,4.5,0.54,7.85,50,TRUE
8.06,1.36,0.62,7.71,0,TRUE
7.53,3.98,0.97,6.95,0,TRUE
6.44,4.77,0.79,7.24,25,TRUE
10.86,3.01,0.96,6.73,0,FALSE
6.59,4.27,0.68,7.32,25,TRUE
7.18,4.83,0.82,7.32,50,TRUE
7.89,4.19,0.88,6.57,25,TRUE
7.32,1.88,0.96,6.6,50,TRUE
8.26,4.05,0.64,7.22,50,TRUE
7.99,2.58,0.98,7.23,50,TRUE
7.66,2.05,0.78,7.89,50,TRUE
7.28,1.38,0.9,7.76,50,TRUE
7.71,4.43,0.69,7.53,25,TRUE
8.9,2.72,0.98,7.07,50,TRUE
7.06,1.33,0.63,6.66,25,TRUE
8.07,1.33,0.66,6.95,25,TRUE
6.97,3.98,0.54,7.37,0,FALSE
7.93,1.62,0.96,6.83,50,TRUE
7.49,4.09,0.66,7.67,0,TRUE
8.06,4.57,0.51,7.57,0,TRUE
7.56,3.83,0.76,7.77,25,TRUE
7.54,3.15,1.0,7.38,50,TRUE
6.97,4.93,0.72,7.34,25,TRUE
7.27,3.05,0.7,7.89,25,TRUE
7.93,3.81,0.72,7.59,25,TRUE
6.39,1.14,0.81,7.47,25,TRUE
6.65,2.85,0.84,7.92,0,TRUE
8.02,3.45,0.88,6.66,50,TRUE
7.64,2.3,0.92,7.99,25,TRUE
7.88,14.46,0.54,7.93,0,FALSE
7.56,1.95,0.86,7.31,0,TRUE
6.82,2.55,0.69,7.33,0,TRUE
7.21,4.32,0.55,6.68,25,TRUE
7.04,2.64,0.96,7.34,50,TRUE
6.78,3.08,0.51,7.96,0,TRUE
7.52,2.64,0.55,7.68,50,TRUE
6.8,4.42,0.89,6.6,25,TRUE
6.91,2.38,0.57,7.91,0,TRUE
6.51,1.19,0.65,6.8,25,TRUE
7.36,2.81,0.82,6.92,25,TRUE
7.34,4.02,0.6,7.54,50,TRUE
6.76,3.15,0.74,6.84,25,TRUE
10.45,1.93,0.97,6.64,0,FALSE
7.7,4.88,0.59,7.07,0,TRUE
7.27,2.02,0.97,7.54,25,TRUE
7.28,3.38,0.68,7.8,0,TRUE
7.71,3.94,0.51,7.6,50,TRUE
7.27,2.41,0.61,7.12,0,TRUE
7.82,1.47,0.75,7.95,50,TRUE
7.11,1.37,0.53,6.85,0,TRUE
6.93,1.65,0.96,6.69,25,TRUE
7.83,2.31,0.81,7.71,0,TRUE
7.69,4.35,0.85,7.77,0,TRUE
6.11,4.76,0.77,7.09,25,TRUE
7.95,1.14,0.74,7.27,25,TRUE
7.88,1.18,0.93,6.69,25,FALSE
7.01,3.17,0.77,6.82,0,TRUE
7.65,3.1,0.74,6.82,0,TRUE
6.33,1.53,0.71,7.05,25,TRUE
7.4,3.2,0.75,7.77,0,TRUE
7.49,2.08,0.96,7.88,50,TRUE
7.82,1.09,0.95,7.3,0,TRUE
8.25,1.82,0.98,7.46,50,TRUE
6.27,2.75,0.66,7.92,25,TRUE
7.96,4.63,0.86,7.19,50,TRUE
7.77,3.09,0.67,6.59,0,TRUE
7.29,4.26,0.74,6.6,0,TRUE
7.92,4.86,0.75,7.27,0,TRUE
7.18,9.04,0.53,7.2,0,FALSE
6.99,4.83,0.68,6.78,50,TRUE
6.63,3.94,0.79,6.96,25,TRUE
7.41,1.52,0.99,7.1,0,TRUE
8.21,4.51,0.83,7.03,50,TRUE
7.47,3.23,0.88,7.05,50,TRUE
8.94,4.74,0.55,7.95,50,TRUE
7.85,2.93,0.78,7.19,0,TRUE
7.85,1.6,0.93,7.67,0,TRUE
6.62,3.21,0.62,7.83,0,TRUE
8.04,4.77,0.55,6.82,50,TRUE
7.9,4.9,0.93,7.97,0,TRUE
6.91,3.46,0.92,7.84,25,TRUE
6.5,2.39,0.77,15.25,0,FALSE
8.03,1.61,0.97,7.75,0,TRUE
7.17,3.32,0.69,7.01,50,TRUE
8.05,3.83,0.64,6.99,0,TRUE
7.99,1.4,0.72,6.99,0,TRUE
7.23,2.93,0.51,7.34,25,TRUE
7.0,1.16,0.85,7.91,50,TRUE
7.59,2.31,0.68,6.6,25,TRUE
6.78,4.2,0.84,7.86,0,TRUE
7.38,4.89,0.62,6.88,0,TRUE
6.77,2.89,0.89,7.45,25,TRUE
7.28,4.0,0.79,7.04,25,TRUE
7.08,2.49,0.72,6.9,25,TRUE
6.7,4.57,0.53,6.76,0,FALSE
6.84,1.46,0.69,7.85,0,TRUE
8.45,1.51,0.52,6.96,0,TRUE
7.9,1.39,0.83,7.47,25,TRUE
6.74,2.57,0.57,7.94,0,TRUE
7.82,2.81,0.67,7.67,0,TRUE
8.71,1.63,0.64,7.48,50,TRUE
8.23,3.7,0.71,6.95,50,TRUE
7.11,3.48,0.52,6.96,50,TRUE
8.38,1.15,0.99,6.8,50,TRUE
6.92,2.84,0.58,6.52,25,TRUE
7.37,4.0,0.53,7.8,25,TRUE
7.4,2.73,0.67,6.96,0,TRUE
7.57,2.03,9.55,7.88,0,FALSE
6.82,3.75,0.74,7.98,25,TRUE
6.76,2.15,0.59,6.67,25,TRUE
7.46,1.47,0.94,7.84,25,TRUE
7.44,2.07,0.95,7.06,25,TRUE
7.17,4.35,0.92,7.1,25,TRUE
7.13,3.5,0.75,7.25,25,TRUE
6.97,4.65,0.58,7.41,50,TRUE
7.25,1.01,0.66,6.57,50,TRUE
8.39,2.43,0.95,7.59,0,TRUE
7.61,2.52,0.76,7.87,0,TRUE
6.6,3.05,0.95,6.69,25,TRUE
7.74,3.8,0.75,7.73,25,TRUE
9.57,2.08,0.54,7.79,50,FALSE
6.92,4.06,0.89,7.81,25,TRUE
7.14,1.03,0.99,7.9,25,TRUE
7.07,3.87,0.55,7.69,50,TRUE
7.22,2.85,0.62,6.71,50,TRUE
8.46,1.56,0.83,7.83,50,TRUE
8.49,4.92,0.66,7.75,0,TRUE
7.76,2.71,0.92,6.79,25,TRUE
7.9,3.72,0.53,6.7,25,TRUE
7.43,4.91,0.63,6.75,50,TRUE
8.84,1.44,0.96,6.8,50,TRUE
6.54,3.36,0.75,6.86,0,TRUE
7.39,1.72,0.76,6.83,50,TRUE
7.09,3.83,0.55,7.91,0,FALSE
7.38,2.09,0.84,7.46,0,TRUE
7.05,3.82,0.71,7.93,0,TRUE
7.26,4.63,0.87,7.76,0,TRUE
7.83,2.84,0.6,7.28,25,TRUE
7.84,2.08,0.56,6.97,0,TRUE
7.27,3.62,0.58,6.54,0,TRUE
7.33,3.92,0.58,7.0,50,TRUE
6.75,2.82,0.6,7.96,0,TRUE
6.28,3.22,0.63,7.21,25,TRUE
7.5,4.09,0.77,7.56,0,TRUE
8.2,1.39,0.51,7.06,50,TRUE
7.53,2.31,0.77,7.28,25,TRUE
7.15,1.79,0.99,7.5,25,FALSE
8.72,4.56,0.91,7.07,50,TRUE
7.75,1.5,0.95,7.36,0,TRUE
7.95,4.4,0.91,6.77,0,TRUE
7.62,3.06,0.52,7.53,50,TRUE
7.66,2.6,0.84,7.24,0,TRUE
8.63,2.66,0.63,6.67,50,TRUE
7.62,1.08,0.7,7.26,0,TRUE
7.48,2.2,0.71,6.72,25,TRUE
8.37,4.29,0.9,6.64,50,TRUE
7.95,3.74,0.64,7.89,0,TRUE
6.38,2.59,0.84,7.15,25,TRUE
7.99,1.43,0.78,7.3,50,TRUE
7.31,2.07,0.96,10.72,25,FALSE
7.28,4.95,0.8,6.74,0,TRUE
8.47,2.07,0.64,7.15,50,TRUE
6.46,1.05,0.79,6.81,25,TRUE
8.33,4.43,0.68,7.49,50,TRUE
7.57,3.71,0.93,7.62,0,TRUE
7.09,4.58,0.76,6.57,50,TRUE
7.85,3.05,0.62,7.14,0,TRUE
8.67,1.65,0.87,7.48,50,TRUE
8.07,3.34,0.75,7.73,50,TRUE
6.94,4.37,0.56,7.48,0,TRUE
7.33,4.0,0.62,7.24,25,TRUE
8.0,1.97,0.67,6.51,0,TRUE
8.0,1.97,0.69,7.07,0,FALSE
8.14,4.04,0.92,6.62,0,TRUE
8.45,2.52,0.59,7.89,50,TRUE
7.54,4.43,0.83,7.52,25,TRUE
6.73,4.92,0.52,7.7,25,TRUE
7.15,1.35,0.63,6.58,25,TRUE
7.4,4.87,0.87,7.92,25,TRUE
6.84,4.78,0.84,7.01,0,TRUE
6.52,3.49,0.56,7.3,0,TRUE
8.48,4.73,0.77,7.27,50,TRUE
6.7,4.07,0.69,7.92,25,TRUE
7.33,1.86,0.9,7.37,25,TRUE
7.57,4.21,0.82,6.77,50,TRUE
7.82,2.34,9.74,7.42,50,FALSE
8.07,1.75,0.89,6.97,50,TRUE
6.76,1.6,0.59,7.07,25,TRUE
7.74,1.78,0.95,7.8,25,TRUE
7.46,3.87,0.89,7.5,25,TRUE
6.94,1.03,0.82,7.91,0,TRUE
8.32,3.57,0.82,6.56,0,TRUE
6.4,1.39,0.79,7.14,25,TRUE
